ori,pre_months,post_months,tot_n,att_pp,ci_lo_pp,ci_hi_pp,p,state,state_abb,pre_monthly_avg,volume_tercile,log_volume,att_se,precision
IL0162A00,6,16,38,37.021870828111,36.2051011180843,37.8386405381376,0,IL,il,2,Medium,1.09861228866811,0.416719239809532,5.72557573734629
IL0163200,10,35,169,-0.244693100815274,-1.14180543365226,0.652419232021708,0.592924768655919,IL,il,3.6,High,1.52605630349505,0.457710373896419,4.75062121370557
IL0164A00,11,35,176,-6.78525240330479,-7.5096054919688,-6.06089931464078,2.74802669221838e-75,IL,il,2.72727272727273,High,1.31567679390594,0.369567902379597,7.26847537484311
IL0165000,7,20,44,-36.7807862677282,-37.7964414667272,-35.7651310687292,0,IL,il,1.14285714285714,Low,0.762140052046897,0.518191428060725,3.71026735745455
IL0165M00,6,17,28,16.4065564346965,15.5688529569851,17.2442599124079,1.11253692925361e-308,IL,il,1,Low,0.693147180559945,0.427399733526237,5.44453150934124
IL0168000,7,21,41,34.4369348777018,33.6295259818613,35.2443437735423,0,IL,il,1.42857142857143,Low,0.887303195000903,0.411943314204331,5.85832367858614
IL0190500,6,18,36,12.6977084169983,11.8768224970789,13.5185943369177,6.66657568338229e-202,IL,il,1.33333333333333,Low,0.847297860387203,0.418819346897637,5.66862428693559
IL0190800,12,30,118,7.26677389057581,6.40483042761652,8.1287173535351,2.45911259398181e-61,IL,il,2.66666666666667,High,1.29928298413026,0.439767072938413,5.14416315485289
IL0380000,7,14,27,-3.65231724208566,-4.66680089700672,-2.6378335871646,1.70945020261768e-12,IL,il,1,Low,0.693147180559945,0.517593701490337,3.71880978697099
IL0450200,6,17,30,-29.8826696696386,-30.6850300773462,-29.080309261931,0,IL,il,1.33333333333333,Low,0.847297860387203,0.409367554952853,5.93183860519941
IL0450900,6,13,24,24.3071325087477,23.9136074106211,24.7006576068744,0,IL,il,1,Low,0.693147180559945,0.200778111289121,24.2061297341504
