iter,outcome,att
389,arrest_rate,-0.0262911866757493
389,clear_rate,-0.0223244129531837
390,arrest_rate,-0.00960313546711543
390,clear_rate,-0.00397179970116173
391,arrest_rate,-0.0159217955792753
391,clear_rate,-0.0154272674124182
392,arrest_rate,-0.0194776608946591
392,clear_rate,-0.0213018368972874
393,arrest_rate,0.00755013016378749
393,clear_rate,-0.0173269113995233
394,arrest_rate,-0.0197638231329688
394,clear_rate,-0.021811237257977
395,arrest_rate,0.0134572327159732
395,clear_rate,0.00584586978581679
396,arrest_rate,0.016827446761378
396,clear_rate,-0.000893787641293413
397,arrest_rate,0.00437588375912141
397,clear_rate,0.00105621635350509
398,arrest_rate,0.00568292045051868
398,clear_rate,0.000563580362628177
399,arrest_rate,-0.0017187064036242
399,clear_rate,-0.0100793346569608
400,arrest_rate,0.0141958760844304
400,clear_rate,-0.00102695848569791
401,arrest_rate,-0.00546338611018299
401,clear_rate,-0.00756081465392469
402,arrest_rate,-0.0219912505440474
402,clear_rate,-0.0423178227935561
403,arrest_rate,0.0047548245758597
403,clear_rate,-0.0125689706346208
404,arrest_rate,-0.019962385388548
404,clear_rate,-0.0227841573038243
405,arrest_rate,0.00139462613404524
405,clear_rate,0.0201192466040722
406,arrest_rate,-0.00872648192093831
406,clear_rate,-0.00269130680418275
407,arrest_rate,-0.0240827709698939
407,clear_rate,-0.0124100620676595
408,arrest_rate,-0.0178745599855612
408,clear_rate,-0.0175336667376633
409,arrest_rate,-0.0239368854045928
409,clear_rate,-0.0330105508497265
410,arrest_rate,-0.00277176668904349
410,clear_rate,-0.00168058142098081
411,arrest_rate,-0.0353928224865955
411,clear_rate,-0.038853498909834
412,arrest_rate,0.00495820790315814
412,clear_rate,-0.00700422917268953
413,arrest_rate,-0.0162365259316791
413,clear_rate,-0.00986282957738147
414,arrest_rate,-0.0142978706590411
414,clear_rate,0.00240034887159382
415,arrest_rate,0.0144668647157941
415,clear_rate,0.00057398628791072
416,arrest_rate,-0.0175264309396734
416,clear_rate,-0.0231981368950875
417,arrest_rate,0.000550914040026191
417,clear_rate,0.00647285108639379
418,arrest_rate,-0.0105614991249037
418,clear_rate,-0.00818481694199482
419,arrest_rate,-0.0148280274436574
419,clear_rate,-0.00979793540835556
420,arrest_rate,0.0444904326494368
420,clear_rate,0.051940577290943
421,arrest_rate,-0.0211539696788195
421,clear_rate,-0.0225485482557146
422,arrest_rate,-0.0258932769577642
422,clear_rate,-0.0365339195585759
423,arrest_rate,0.027220476632884
423,clear_rate,0.0060717112580727
424,arrest_rate,-0.029625726290517
424,clear_rate,-0.0401171443950678
425,arrest_rate,-0.00900041595313144
425,clear_rate,-0.0195449926020339
426,arrest_rate,-0.00933963216684742
426,clear_rate,-0.0120038931708418
427,arrest_rate,-0.0123651097309279
427,clear_rate,-0.00934695066022499
428,arrest_rate,-0.0265385410052114
428,clear_rate,-0.0283992959523125
429,arrest_rate,-0.031468282694059
429,clear_rate,-0.0402849771032673
430,arrest_rate,0.00209334211795152
430,clear_rate,0.00437146893639317
431,arrest_rate,0.0103541385915843
431,clear_rate,0.0074556518754443
432,arrest_rate,-0.0262667321134846
432,clear_rate,-0.00264232090001651
433,arrest_rate,0.0233825591798591
433,clear_rate,0.0130855955636313
434,arrest_rate,-0.0188170189693771
434,clear_rate,-0.00813897290447546
435,arrest_rate,-0.02273793037865
435,clear_rate,-0.0178901901840777
436,arrest_rate,-0.0353113942529991
436,clear_rate,-0.0408967801038139
437,arrest_rate,-0.00178220770287583
437,clear_rate,-0.0125120160198728
438,arrest_rate,0.0069674064573293
438,clear_rate,0.0105375566408184
439,arrest_rate,0.00582655756542814
439,clear_rate,-0.011799902833818
440,arrest_rate,-0.00919977602385596
440,clear_rate,-0.0040377065710544
441,arrest_rate,0.0515318961887994
441,clear_rate,0.0428617963375711
442,arrest_rate,-0.00382866828926304
442,clear_rate,-0.00728771409539582
443,arrest_rate,0.00455507010984509
443,clear_rate,0.0130178110256437
444,arrest_rate,0.0287672505670097
444,clear_rate,0.0275103596868406
445,arrest_rate,-0.00535994236072121
445,clear_rate,-0.0085991653149913
446,arrest_rate,0.00281248207419313
446,clear_rate,0.00456054666785562
447,arrest_rate,-0.0150716897339957
447,clear_rate,-0.0132449103670392
448,arrest_rate,0.00185412022710888
448,clear_rate,0.007011065554439
449,arrest_rate,0.00379199201956746
449,clear_rate,0.00423655858612048
450,arrest_rate,0.0202369384791818
450,clear_rate,0.0196160829910664
451,arrest_rate,-0.023684668812327
451,clear_rate,-0.0320992139891975
452,arrest_rate,-0.042738460912468
452,clear_rate,-0.0408730768710228
453,arrest_rate,0.0251334822853998
453,clear_rate,0.02507343681238
454,arrest_rate,0.0228311247264013
454,clear_rate,0.0252993668872517
455,arrest_rate,-0.00525982037126192
455,clear_rate,-0.00394580184799788
456,arrest_rate,0.0070225392329696
456,clear_rate,0.00430187548700835
457,arrest_rate,0.00620462240218923
457,clear_rate,-0.00165653324395143
458,arrest_rate,0.0102236889645236
458,clear_rate,0.0184546650019374
459,arrest_rate,0.00809767435581831
459,clear_rate,0.00528010471263771
460,arrest_rate,-0.00970380390263789
460,clear_rate,-0.01008561637237
461,arrest_rate,-0.00985550494943397
461,clear_rate,-0.0147062739758556
462,arrest_rate,-0.00981366099670764
462,clear_rate,-0.00366703322272164
463,arrest_rate,0.0377783564671321
463,clear_rate,0.0313014389409094
464,arrest_rate,-0.0380451344924766
464,clear_rate,-0.0415837054911127
465,arrest_rate,0.0245426986050967
465,clear_rate,0.0248304678090031
466,arrest_rate,0.00847629139551257
466,clear_rate,0.0134267480057226
467,arrest_rate,-0.02441472081814
467,clear_rate,-0.0228664197717226
468,arrest_rate,0.0177050457157546
468,clear_rate,0.0121656874277619
469,arrest_rate,0.00983953950277831
469,clear_rate,0.0151431409632288
470,arrest_rate,-0.00187264870825409
470,clear_rate,-0.00669083771694189
471,arrest_rate,0.00757175622441961
471,clear_rate,0.0120339714447211
472,arrest_rate,0.0339824578731123
472,clear_rate,0.0326568213101536
473,arrest_rate,0.00258681222474493
473,clear_rate,0.0141487656758227
474,arrest_rate,-0.0271711348060594
474,clear_rate,-0.0384174071086397
475,arrest_rate,0.0141644127854255
475,clear_rate,0.0144961982487531
476,arrest_rate,0.00487732957970022
476,clear_rate,-7.74543162801373e-05
477,arrest_rate,0.00414043585354646
477,clear_rate,0.00380056638940034
478,arrest_rate,0.0150768693466145
478,clear_rate,0.000528921101534357
479,arrest_rate,-0.0134078801867125
479,clear_rate,-0.0139388094234957
480,arrest_rate,-0.0015970644835727
480,clear_rate,0.00216709245345196
481,arrest_rate,-0.00467820400052776
481,clear_rate,-0.00332445196685201
482,arrest_rate,-0.00646761649197423
482,clear_rate,-0.00970657450251515
483,arrest_rate,0.0203132278286442
483,clear_rate,0.0153982657235775
484,arrest_rate,0.00769845284843059
484,clear_rate,0.00788257838646106
485,arrest_rate,0.00765633873478848
485,clear_rate,0.0176088570200808
486,arrest_rate,-0.0205608146064036
486,clear_rate,-0.0132515749527401
487,arrest_rate,-0.00732147508229981
487,clear_rate,-0.0179360029754392
488,arrest_rate,-0.00850938390717188
488,clear_rate,-0.00991930141905779
489,arrest_rate,0.0202743974871558
489,clear_rate,0.0399053354328811
490,arrest_rate,-0.0213939082339175
490,clear_rate,-0.0138599991864917
491,arrest_rate,-0.00955585505652557
491,clear_rate,-0.0101569496749793
492,arrest_rate,0.00846336771691198
492,clear_rate,0.0018161616243365
493,arrest_rate,0.02106111906094
493,clear_rate,0.0267464106926323
494,arrest_rate,0.0160818899969418
494,clear_rate,0.00177014004639451
495,arrest_rate,0.00812026579559974
495,clear_rate,-0.00265620444932963
496,arrest_rate,-0.0324050205901043
496,clear_rate,-0.0233751837102825
497,arrest_rate,-0.0104654485829564
497,clear_rate,-0.0312741018769653
498,arrest_rate,0.0438557074654398
498,clear_rate,0.0439628818191114
499,arrest_rate,-0.0626186976702921
499,clear_rate,-0.0533764965733736
500,arrest_rate,0.00902934522864419
500,clear_rate,-0.00506501159486905
